파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%)
"수목원,식물원_아침고요수목원_586.jpg",An image of a peaceful fishpond surrounded by greenery.,37.16,A photo of a serene Japanese garden with koi pond.,20.89,An image of a Japanese garden with a wooden footbridge.,20.62
"수목원,식물원_아홉산숲_1572.jpg",An image of a peaceful Japanese garden featuring stone lanterns.,58.84,An image of a Japanese garden with a wooden footbridge.,15.97,A photo of a lush Japanese garden with bamboo trees.,13.39
"수목원,식물원_아홉산숲_1573.jpg",an image of towering bamboo trees reaching skyward,36.62,an image of a tranquil bamboo forest with sunlight filtering,23.94,a photo of a dense bamboo forest in sunlight,20.12
"수목원,식물원_영흥수목원_612.jpg",An image of a multi-level outdoor parking garage.,71.45,A photo of an outdoor parking garage entrance.,11.66,A photo of an open-air parking structure with vehicles.,5.37
"수목원,식물원_영흥수목원_613.jpg",A photo of an outdoor parking garage entrance.,44.39,An image of a multi-level outdoor parking garage.,22.55,an image of a spacious outdoor kennel with dogs,11.72
"수목원,식물원_인천나비공원 수생식물원_1098.jpg",an image of a park with a serene lake,25.45,an image of exotic plants in a botanical garden setting,14.92,A photo of colorful rides in an amusement park.,7.78
"수목원,식물원_인천나비공원 수생식물원_1099.jpg",an image of a tranquil zen garden featuring stone lanterns,38.96,An image of a peaceful Japanese garden featuring stone lanterns.,33.06,a photo of a meditative zen garden surrounded by bamboo,13.97
"수목원,식물원_인천수목원_1090.jpg",a photo of a park bench under autumn leaves,31.39,a photo of a tree-lined promenade under clear skies,21.64,a photo of a vibrant promenade near the harbor,14.78
"수목원,식물원_인천수목원_1091.jpg",a photo of a peaceful zen garden with lush greenery,39.81,a photo of a meditative zen garden surrounded by bamboo,15.19,a photo of a park with lush green trees,14.89
"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg",A photo of an outdoor bazaar filled with shoppers and vendors.,52.43,An image of lively commerce at a crowded outdoor bazaar.,17.24,a photo of a vibrant beer garden filled with laughter,8.63
"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg",a photo of a narrow path surrounded by tall trees,50.01,an image of a winding trail in the forest,20.79,an image of a peaceful path in a lush forest,9.17
"수목원,식물원_장산산림욕장_1591.jpg",a photo of a narrow path surrounded by tall trees,50.19,an image of a winding trail in the forest,22.82,a photo of a woodland trail with dappled sunlight,7.85
"수목원,식물원_창경궁 대온실_94.jpg",A photo of a clear greenhouse set in a garden.,92.93,An image of an outdoor greenhouse filled with vibrant plants.,4.59,A photo of a thriving outdoor greenhouse in sunlight.,1.21
"수목원,식물원_창경궁 대온실_95.jpg",an image of exotic plants in a botanical garden setting,58.55,a photo of a tranquil pond in a botanical garden,8.99,A photo of a lush Japanese garden with bamboo trees.,7.84
"수목원,식물원_창경궁 대온실_96.jpg",A photo of a serene fountain in a public plaza.,43.49,A photo of an ornate fountain surrounded by flowers.,26.32,A photo of a grand fountain in a city park.,16.48
"수목원,식물원_푸른수목원_91.jpg",An image of a boardwalk stretching over a serene lake.,75.27,A photo of a peaceful boardwalk by the sea.,11.89,A photo of a boardwalk leading through lush greenery.,4.2
"수목원,식물원_푸른수목원_92.jpg",a photo of a quiet residential neighborhood street,50.74,An image of a narrow forest road surrounded by tall trees.,20.64,an image of charming homes in a suburban area,8.47
"수목원,식물원_푸른수목원_93.jpg",an image of a spacious outdoor kennel with dogs,41.7,an image of an outdoor kennel under a sunny sky,18.69,an image of a cozy indoor booth with cushions,9.88
"수목원,식물원_한택식물원_602.jpg",an image of exotic plants in a botanical garden setting,24.1,a photo of a tranquil pond in a botanical garden,23.66,an image of a well-tended vegetable garden,13.23
"수목원,식물원_한택식물원_603.jpg",an image of exotic plants in a botanical garden setting,38.02,a photo of vibrant flowers in a botanical garden,16.06,an image of lush greenery in a botanical garden,15.54
"수목원,식물원_한택식물원_604.jpg",a photo of vibrant flowers in a botanical garden,45.92,a photo of colorful blooms in a botanical garden,40.65,an image of exotic plants in a botanical garden setting,6.47
"수목원,식물원_해운대수목원_1574.jpg",an image of a park pathway lined with flowers,54.51,a photo of a park with lush green trees,22.75,A photo of a large parking lot surrounded by trees.,8.71
"수목원,식물원_해운대수목원_1576.jpg",An image of a formal garden featuring colorful flowerbeds.,82.68,An image of a formal garden adorned with elegant fountains.,7.03,A photo of a formal garden showcasing neatly trimmed topiaries.,4.03
"수목원,식물원_화담숲_583.jpg",A photo of a tree farm with diverse evergreen varieties.,30.36,An image of a peaceful Japanese garden featuring stone lanterns.,14.74,A photo of a serene Japanese garden with koi pond.,13.38
"수목원,식물원_황학산수목원_620.jpg",An image of expansive rice paddies surrounded by hills.,86.38,An image of terraced rice paddies with vibrant greenery.,5.1,A photo of tranquil rice paddies with narrow pathways.,4.54
순대_골목순대국_390.jpg,a photo of a busy fast food restaurant interior,23.14,a photo of a cozy coffee shop with wooden tables,19.99,an image of people ordering at a fast food restaurant,14.41
순대_골목순대국_391.jpg,a photo of a delicatessen with assorted cured meats,80.96,An image of a butcher's shop displaying various meats.,5.47,A photo of a butcher's shop counter with sausages.,3.47
순대_골목순대국_392.jpg,An image of lively commerce at a crowded outdoor bazaar.,22.36,An image of vibrant market scenes at an outdoor bazaar.,12.78,A photo of various goods displayed in an indoor market.,12.39
술집_숨은골목_388.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,24.29,a photo of a hardware store displaying various hammers,19.2,An image of colorful drugstore shelves filled with products.,14.42
시장_가락시장_336.jpg,An image of shoppers exploring an indoor flea market.,61.37,A photo of shoppers browsing a department store aisle.,9.69,An image of a bustling indoor flea market display.,8.5
시장_가락시장_337.jpg,An image of a bustling indoor flea market display.,48.73,An image of shoppers exploring an indoor flea market.,8.49,A photo of an indoor flea market with colorful stalls.,7.85
시장_가락시장_338.jpg,A photo of a gas station under a clear sky.,33.71,An image of a gas station with empty pumps.,31.83,An image of a gas station in a rural area.,15.1
시장_강남시장_1337.jpg,A photo of a crosswalk in a bustling urban area.,46.26,An image of pedestrians waiting at a city crosswalk.,15.96,An image of escalators in a modern shopping mall.,10.03
시장_강화풍물시장_1328.jpg,A photo of a busy parking lot with various cars.,50.53,An image of a parking lot with a few parked vehicles.,31.03,"An image of an empty parking lot, lines clearly visible.",15.97
시장_경동시장_333.jpg,a photo of colorful clothes spinning in a laundromat,39.43,an image of rows of washing machines in a laundromat,28.39,a photo of a bustling laundromat with dryers in use,26.5
시장_경동시장_334.jpg,A photo of a bustling pet shop with curious animals.,30.47,a photo of a cozy kennel yard with playful pups,21.46,a photo of dogs playing in an outdoor kennel,14.16
시장_계양산전통시장_1334.jpg,A photo of travelers queuing at an airport terminal check-in desk.,58.38,A photo of travelers navigating a bustling airport terminal.,13.52,An image of shoppers strolling through a bright indoor mall.,9.19
시장_계양산전통시장_1335.jpg,a photo of a lecture room featuring a projector screen,36.76,a photo of a large screen in a home theater,23.39,a photo of a modern home theater setup,21.85
시장_계양산전통시장_1336.jpg,an image of a rain shower head in use,67.88,An image of a spacious closet with sliding doors.,10.44,an image of a tiled shower with a built-in bench,6.88
시장_광명전통시장_869.jpg,A photo of archival boxes lined up neatly.,55.26,A photo of dusty documents in an archive.,16.05,An image of a well-organized bookstore displaying bestsellers.,8.26
시장_광장시장_321.jpg,An image of an indoor market featuring vibrant food displays.,50.58,a photo of a delicatessen counter filled with sandwich ingredients,15.4,A photo of various goods displayed in an indoor market.,11.54
시장_광장시장_323.jpg,An image of shoppers exploring an indoor flea market.,38.67,An image of a bustling market shopfront displaying fresh produce.,34.16,A photo of an elegant boutique shopfront with stylish mannequins.,12.7
시장_교동대룡시장_1313.jpg,An image of a cozy bathroom with wooden accents and soft lighting.,76.36,A photo of shelves filled with assorted storage items.,11.39,An image of a dimly lit storage room with old furniture.,4.32
시장_교동대룡시장_1314.jpg,an image of a barista preparing drinks in a coffee shop,23.06,A photo of a chef preparing dishes in a restaurant.,14.66,a photo of a cafeteria serving a variety of dishes,13.3
시장_교동대룡시장_1315.jpg,A photo of a conference center with large meeting rooms.,17.29,An image of a spacious conference room with chairs.,17.17,An image of a spacious conference center lobby area.,10.09
시장_구리전통시장_851.jpg,a photo of martial artists practicing in a gym,40.77,an image of a martial arts gym with training mats,39.49,a photo of a martial arts gym filled with equipment,14.46
시장_구리전통시장_853.jpg,A photo of a legislative chamber featuring a large central podium.,70.44,A photo of a grand legislative chamber with ornate decor.,14.74,An image of a legislative chamber filled with empty seats.,5.75
시장_구포시장_1774.jpg,A photo of dusty documents in an archive.,60.44,An image of organized shelves in an archive.,10.56,an image of elegant rings showcased in a jewelry shop,8.12
시장_구포시장_1775.jpg,a photo of a cozy kennel yard with playful pups,42.17,an image of a spacious outdoor kennel with dogs,26.08,a photo of dogs playing in an outdoor kennel,19.19
시장_국제시장_1764.jpg,A photo of colorful storefronts inside a large shopping mall.,35.75,A photo of various goods displayed in an indoor market.,27.15,A photo of an indoor market bustling with shoppers.,6.27
시장_국제시장_1766.jpg,An image of a narrow street with colorful storefronts.,42.45,An image of lively commerce at a crowded outdoor bazaar.,13.51,A photo of a bustling street with busy traffic.,11.98
시장_기장시장_1786.jpg,an image of a lively outdoor market with various stalls,37.55,A photo of an outdoor bazaar filled with shoppers and vendors.,19.16,An image of vibrant market scenes at an outdoor bazaar.,14.2
시장_기장시장_1787.jpg,An image of art school instructors demonstrating pottery techniques.,43.68,An image of shoppers exploring an indoor flea market.,42.89,a photo of vendors selling goods at an outdoor market,3.95
시장_남대문시장_325.jpg,An image of vibrant market scenes at an outdoor bazaar.,30.8,An image of lively commerce at a crowded outdoor bazaar.,20.6,A photo of diverse goods displayed at an outdoor bazaar.,13.64
시장_남촌농산물도매시장_1322.jpg,An image of an indoor market featuring vibrant food displays.,34.31,An image of shoppers exploring an indoor flea market.,26.26,A photo of an indoor market bustling with shoppers.,14.25
시장_남촌농산물도매시장_1323.jpg,an image of spices and goods at an indoor bazaar,35.38,a photo of shoppers exploring an indoor bazaar,22.84,a photo of an indoor bazaar with various stalls,15.52
시장_남촌농산물도매시장_1324.jpg,an image of a campus courtyard with students relaxing,68.97,a photo of a spacious plaza surrounded by tall buildings,11.65,an image of a campus building under a clear blue sky,7.66
시장_노량진수산물도매시장_340.jpg,an image of a bustling auto factory production floor,52.01,a photo of an assembly line in an auto factory,15.64,a photo of a busy assembly line in a factory setting,13.24
시장_노량진수산물도매시장_341.jpg,An image of a modern pharmacy counter with digital displays.,60.84,A photo of sale signs in a busy department store.,16.49,A photo of a drugstore checkout counter with items.,15.71
시장_독립문 영천시장_363.jpg,an image of a quaint outdoor diner with colorful tables,51.72,A photo of a vibrant restaurant patio with potted plants.,10.98,a photo of an outdoor diner bustling with activity,9.6
시장_동대문종합시장_330.jpg,An image of a multi-level outdoor parking garage.,54.12,A photo of an open-air parking structure with vehicles.,15.16,A photo of a hospital exterior with ambulances parked.,11.79
시장_동대문종합시장_332.jpg,a photo of hotel outdoor entrance with elegant decor,46.89,A photo of a hospital exterior with ambulances parked.,24.69,An image of an embassy entrance with waving flags.,14.55
시장_동래시장_1782.jpg,An image of lively commerce at a crowded outdoor bazaar.,51.4,An image of shoppers exploring an indoor flea market.,19.93,an image of a bustling outdoor market with fresh flowers,7.73
시장_동래시장_1783.jpg,an image of a packed auditorium with an audience,66.53,a photo of a lecture room filled with students,19.21,A photo of a teacher writing on the classroom whiteboard.,3.93
시장_동래시장_1784.jpg,A photo of shoppers browsing a department store aisle.,47.03,an image of a cozy clothing store interior,30.3,an image of a clothing store with colorful outfits,12.44
시장_동묘시장_345.jpg,A photo of an outdoor bazaar filled with shoppers and vendors.,28.99,A photo of a bustling outdoor bazaar with colorful stalls.,19.44,an image of a lively outdoor market with various stalls,15.42
시장_동묘시장_347.jpg,An image of a narrow street with colorful storefronts.,42.57,A photo of a bustling street with busy traffic.,26.81,An image of lively commerce at a crowded outdoor bazaar.,5.58
시장_마장축산물시장_357.jpg,A photo of a legislative chamber featuring a large central podium.,25.38,A photo of a conference center with large meeting rooms.,19.68,an image of musicians setting up on an indoor stage,15.1
시장_마장축산물시장_358.jpg,an image of a grand amphitheater surrounded by lush greenery,31.91,An image of a football field inside a massive stadium.,16.22,A photo of a soccer field inside a packed stadium.,11.1
시장_마장축산물시장_359.jpg,An image of vibrant downtown shops and cafes.,54.82,An image of downtown with a lively weekend market.,25.98,A photo of a modern ticket booth with digital screens.,9.53
시장_망원시장_327.jpg,A photo of a lively amusement arcade with flashing games.,73.91,A photo of colorful lights in an amusement arcade.,10.52,A photo of a bustling amusement arcade with joyful sounds.,5.34
시장_망원시장_328.jpg,A photo of flight information screens in an airport terminal.,73.18,A photo of travelers queuing at an airport terminal check-in desk.,11.27,An image of empty seats in a quiet airport terminal.,4.76
시장_망원시장_329.jpg,a photo of a fast food menu board display,98.21,a photo of a busy fast food restaurant interior,0.68,an image of fast food trays on a counter,0.53
시장_모란민속5일장_842.jpg,A photo of diverse goods displayed at an outdoor bazaar.,35.07,An image of lively commerce at a crowded outdoor bazaar.,24.29,A photo of an outdoor bazaar filled with shoppers and vendors.,15.82
시장_모란민속5일장_843.jpg,A photo of a busy parking lot with various cars.,71.19,An image of a parking lot with a few parked vehicles.,21.99,An image of downtown with a lively weekend market.,4.21
시장_모래내시장_1316.jpg,a photo of a bustling indoor bazaar filled with colors,28.76,a photo of an indoor bazaar with various stalls,19.7,a photo of shoppers exploring an indoor bazaar,15.64
시장_모래내시장_1317.jpg,An image of fans cheering in a soccer stadium.,97.84,An image of bright stadium lights during a soccer game.,0.83,A photo of a scoreboard in a bustling soccer stadium.,0.44
시장_목동깨비시장_351.jpg,an image of a lively outdoor market with various stalls,43.58,an image of a bustling outdoor market with fresh flowers,11.53,A photo of diverse goods displayed at an outdoor bazaar.,10.48
시장_목동깨비시장_352.jpg,A photo of a bustling outdoor bazaar with colorful stalls.,64.25,An image of lively commerce at a crowded outdoor bazaar.,9.92,A photo of diverse goods displayed at an outdoor bazaar.,9.23
시장_목동깨비시장_353.jpg,A photo of a colorful display in a toy shop.,21.77,An image of a vibrant toy shop filled with games.,16.6,An image of lively commerce at a crowded outdoor bazaar.,14.59
시장_민락회타운시장_1798.jpg,A photo of a bustling office building in the city center.,51.45,An image of a towering office building with reflective windows.,19.08,An image of a sleek office building with a minimalist design.,8.01
시장_반여농산물도매시장_1779.jpg,an image of a playroom corner with plush animals and puzzles,33.55,An image of a child's room featuring bright wall art.,33.15,An image of a tidy child's room with a small bed.,10.41
시장_반여농산물도매시장_1780.jpg,An image of organized server racks in a data center.,35.17,A photo of dusty documents in an archive.,15.71,An image of organized shelves in an archive.,12.02
시장_반여농산물도매시장_1781.jpg,A photo of a busy parking lot with various cars.,55.84,An image of a parking lot with a few parked vehicles.,27.37,a photo of a residential area with parked cars,7.08
시장_발안만세시장_875.jpg,An image of a kindergarten classroom filled with playful decorations.,53.74,an image of art gallery featuring classic and contemporary artworks,15.29,An image of a kindergarten classroom with children’s drawings on display.,13.57
시장_발안만세시장_876.jpg,An image of organized shelves in an archive.,55.57,A photo of dusty documents in an archive.,21.49,An image of historical papers stacked in an archive.,5.7
시장_방산시장_360.jpg,an image of a lively outdoor market with various stalls,17.31,An image of lively commerce at a crowded outdoor bazaar.,12.59,An image of vibrant market scenes at an outdoor bazaar.,11.64
시장_방산시장_361.jpg,a photo of an outdoor market filled with vibrant textiles,32.49,a photo of vendors selling goods at an outdoor market,13.3,An image of makeshift housing lining a bustling slum street.,12.01
시장_방산시장_362.jpg,A photo of a cluttered storage room with boxes.,59.37,A photo of shelves filled with assorted storage items.,25.8,A photo of a storage room packed with labeled containers.,11.6
시장_부산진시장_1767.jpg,a photo of a busy office with people working at computers,24.69,A photo of a nursing home staff assisting a resident.,18.66,a photo of a vet clinic with medical equipment,11.98
시장_부산진시장_1768.jpg,A photo of a nursing home staff assisting a resident.,45.87,a photo of a vet clinic with medical equipment,16.2,A photo of a nursing home garden with a fountain.,11.21
시장_부산진시장_1769.jpg,An image of a highway under a clear blue sky.,54.04,An image of cars moving swiftly on a busy highway.,13.48,An image of downtown with a lively weekend market.,11.46
시장_부전시장_1758.jpg,a photo of a serene beauty salon interior,41.87,an image of a modern beauty salon setup,16.73,an image of a cozy beauty salon waiting area,16.07
시장_부전시장_1759.jpg,a photo of a serene beauty salon interior,45.0,an image of a cozy beauty salon waiting area,29.86,an image of a modern beauty salon setup,11.9
시장_부전시장_1760.jpg,a photo of decorative items on shelves in a gift shop,19.32,an image of a bustling outdoor market with fresh flowers,19.22,an image of a lively outdoor market with various stalls,14.43
시장_부평깡통시장_1761.jpg,an image of colorful food court stalls and signs,85.64,a photo of a vibrant food court with various eateries,7.17,an image of people dining in a modern food court,3.65
시장_부평깡통시장_1762.jpg,A photo of a quaint bakery shopfront with colorful signage.,41.51,An image of a cozy café shopfront with inviting outdoor seating.,22.35,A photo of a charming general store with a wooden facade.,11.92
시장_부평깡통시장_1763.jpg,An image of an indoor market with colorful stalls.,25.64,a photo of a bustling indoor bazaar filled with colors,19.31,a photo of an indoor bazaar with various stalls,18.44
시장_부평종합시장_1325.jpg,an image of a lively outdoor market with various stalls,36.17,a photo of an outdoor market with colorful produce,25.77,an image of a bustling outdoor market with fresh flowers,14.99
시장_삼미시장_845.jpg,a photo of a delicatessen display with fresh salads,28.04,a photo of a delicatessen counter filled with sandwich ingredients,18.88,a photo of a delicatessen with assorted cured meats,15.36
시장_삼미시장_846.jpg,A photo of a busy supermarket aisle with shoppers.,38.49,A photo of shoppers browsing a department store aisle.,33.45,a photo of a delicatessen counter filled with sandwich ingredients,9.76
시장_삼산농산물도매시장_1346.jpg,An image of organized server racks in a data center.,47.7,An image of office cubicles arranged in a row.,14.63,An image of a sterile clean room with high-tech equipment.,9.92
시장_삼산농산물도매시장_1347.jpg,An image of a lock chamber gate opening slowly.,48.45,An image of a lock chamber mechanism in action.,21.97,A photo of boats navigating through a lock chamber.,14.98
시장_삼산농산물도매시장_1348.jpg,An image of downtown with a lively weekend market.,47.92,"A photo of industrial area, cranes and warehouses visible.",28.56,A photo of industrial area with factories and storage tanks.,12.57
시장_서면시장_1795.jpg,A photo of an indoor flea market with colorful stalls.,15.49,A photo of various goods displayed in an indoor market.,13.67,An image of an indoor market featuring vibrant food displays.,10.42
시장_서울풍물시장_354.jpg,A photo of a grand legislative chamber with ornate decor.,63.1,A photo of a legislative chamber featuring a large central podium.,27.54,An image of a legislative chamber with rows of wooden desks.,6.55
시장_서울풍물시장_355.jpg,A photo of a quaint bakery shopfront with colorful signage.,56.25,a photo of colorful gemstones in a jewelry shop setting,12.1,a photo of sparkling necklaces in a jewelry shop display,9.43
시장_서울풍물시장_356.jpg,a photo of colorful flowers in a florist shop,46.97,an image of bouquets arranged in a florist shop,33.57,a photo of floral arrangements in an indoor florist shop,9.64
시장_서원시장_1791.jpg,a photo of a busy fast food restaurant interior,54.42,an image of people ordering at a fast food restaurant,18.69,a photo of a fast food menu board display,17.37
시장_성남중앙공설시장_878.jpg,An image of a multi-level outdoor parking garage.,73.12,A photo of an open-air parking structure with vehicles.,17.44,A photo of an outdoor parking garage entrance.,2.6
시장_성남중앙공설시장_880.jpg,An image of an indoor market featuring vibrant food displays.,46.46,A photo of various goods displayed in an indoor market.,16.04,A photo of an indoor market bustling with shoppers.,10.16
시장_소래포구종합어시장_1310.jpg,a photo of people strolling along the seaside promenade,52.6,a photo of a vibrant promenade near the harbor,24.99,an image of a bustling promenade by the waterfront,11.04
시장_수원시농수산물도매시장_860.jpg,"A photo of industrial area, cranes and warehouses visible.",82.72,A photo of industrial area with factories and storage tanks.,10.4,An image of industrial area with smokestacks releasing steam.,4.06
시장_수원시농수산물도매시장_861.jpg,an image of a bustling auto factory production floor,53.65,a photo of an assembly line in an auto factory,17.07,an image of products moving along an assembly line,5.3
시장_수원시농수산물도매시장_862.jpg,An image of an energetic arena performance with cheering fans.,59.31,An image of performers captivating the crowd in the arena.,26.29,A photo of a dynamic spectacle unfolding in the bustling arena.,3.75
시장_신기시장_1331.jpg,A photo of students learning in a dynamic classroom.,45.38,An image of a kindergarten classroom filled with playful decorations.,15.19,An image of colorful artwork decorating a lively classroom.,11.44
시장_신기시장_1333.jpg,A photo of a modern ticket booth with digital screens.,40.6,A photo of a colorful ticket booth at a fairground.,32.42,a photo of an indoor booth with vibrant decor,6.36
시장_신흥시장_343.jpg,An image of a minimalist wet bar setup with stools.,39.41,A photo of an elegant wet bar adorned with wine glasses.,32.7,an image of a stylish bar with elegant seating,6.33
시장_신흥시장_344.jpg,A photo of a bustling atrium in a public space.,35.47,A photo of colorful storefronts inside a large shopping mall.,27.53,A photo of a bustling indoor shopping mall atrium.,18.32
시장_안양농수산물도매시장 수산동_881.jpg,An image of a kindergarten classroom filled with playful decorations.,68.52,a photo of a lecture room filled with students,8.28,A photo of a kindergarten classroom with small desks and chairs.,7.22
시장_안양농수산물도매시장 수산동_882.jpg,an image of a campus building under a clear blue sky,35.24,A photo of a modern glass office building under blue skies.,21.9,A photo of a hospital exterior with ambulances parked.,15.82
시장_안양농수산물도매시장 수산동_883.jpg,An image of an elevator shaft with exposed wiring.,59.13,a photo of a barred jail cell door slightly ajar,12.0,a photo of a basement with exposed pipes and beams,6.24
시장_안양중앙시장_866.jpg,a photo of a delicatessen display with fresh salads,34.31,a photo of a delicatessen with assorted cured meats,28.73,An image of a butcher’s shop showcasing fresh cuts.,10.34
시장_안양중앙시장_867.jpg,A photo of a bullring surrounded by eager spectators.,58.73,An image of fans cheering in a vibrant football stadium.,35.1,An image of a historical bullring with vibrant red walls.,2.98
시장_안양중앙시장_868.jpg,A photo of a bullring surrounded by eager spectators.,79.44,An image of fans cheering in a vibrant football stadium.,9.2,An image of fans cheering in a soccer stadium.,8.17
시장_용인중앙시장_854.jpg,A photo of a fire station with bright red doors.,70.9,An image of a fire station under a clear blue sky.,18.45,A photo of a fire station with parked fire trucks.,4.95
시장_용인중앙시장_855.jpg,A photo of a kindergarten classroom with small desks and chairs.,30.57,A photo of students learning in a dynamic classroom.,21.61,An image of colorful artwork decorating a lively classroom.,18.72
시장_용인중앙시장_856.jpg,a photo of a hardware store displaying various hammers,72.66,a photo of a hardware store with rows of paint cans,11.98,An image of a modern pharmacy counter with digital displays.,7.47
시장_용현시장_1340.jpg,a photo of vendors selling goods at an outdoor market,29.31,a photo of an outdoor market with colorful produce,26.45,an image of a bustling outdoor market with fresh flowers,25.25
시장_용현시장_1341.jpg,an image of a bustling outdoor market with fresh flowers,65.27,An image of lively commerce at a crowded outdoor bazaar.,16.67,a photo of vendors selling goods at an outdoor market,4.99
시장_용현시장_1342.jpg,an image of a bustling outdoor market with fresh flowers,60.92,a photo of vendors selling goods at an outdoor market,12.06,an image of a lively outdoor market with various stalls,9.85
시장_원당시장_884.jpg,An image of a conference center with a grand entrance.,39.86,A photo of a conference center with large meeting rooms.,21.51,a photo of a busy office with people working at computers,6.62
시장_원당시장_886.jpg,A photo of a pharmacist arranging medicine boxes on shelves.,77.31,A photo of a pharmacy aisle filled with healthcare items.,4.71,A photo of a bright drugstore with various skincare items.,4.23
시장_의정부제일시장_872.jpg,an image of a graffiti-covered alleyway in the city,63.97,A photo of a bustling amusement arcade with joyful sounds.,6.96,A photo of a lively amusement arcade with flashing games.,5.98
시장_의정부제일시장_873.jpg,an image of a bustling outdoor market with fresh flowers,82.75,a photo of a delicatessen display with fresh salads,11.97,a photo of a colorful display in a gift shop,2.53
시장_의정부제일시장_874.jpg,An image of office cubicles arranged in a row.,29.0,An image of a pristine clean room featuring advanced machinery.,19.56,An image of a brightly lit office cubicle workspace.,16.38
시장_인천석바위시장_1352.jpg,An image of a modern doorway leading outside.,63.33,An image of a wooden doorway opening to a courtyard.,19.6,A photo of an outdoor doorway with rustic charm.,3.85
시장_인천석바위시장_1353.jpg,A photo of a charming general store with a wooden facade.,53.06,A photo of a busy general store with a welcoming entrance.,16.62,An image of an empty ticket booth with closed shutters.,15.28
시장_인천석바위시장_1354.jpg,A photo of a utility room with a sink and storage cabinets.,60.95,A photo of a utility room featuring shelves and detergents.,13.32,A photo of a tidy utility room with appliances.,9.93
시장_인천종합어시장_1319.jpg,An image of a clear blue sky at midday.,64.38,An image of a water tower surrounded by trees.,10.85,An image of a modern skyscraper with geometric designs.,9.0
시장_인천종합어시장_1320.jpg,a photo of an indoor booth with vibrant decor,22.42,an image of a cozy indoor booth with cushions,17.19,a photo of an indoor booth in a modern setting,13.05
시장_인천종합어시장_1321.jpg,a photo of a busy office with people working at computers,59.69,a photo of a vet clinic with medical equipment,25.16,a photo of an empty office meeting room with chairs,6.26
시장_일산시장_848.jpg,An image of interactive displays at a science museum.,41.37,A photo of a modern mezzanine with glass railings.,37.84,A photo of a futuristic exhibit in a science museum.,7.56
시장_자유도매시장_1789.jpg,A photo of a bright drugstore with various skincare items.,34.6,An image of a modern pharmacy counter with digital displays.,18.63,an image of a hospital room with a single bed,15.7
시장_자유도매시장_1790.jpg,A photo of a quaint bakery shopfront with colorful signage.,42.15,An image of a cozy café shopfront with inviting outdoor seating.,20.7,A photo of a modern ticket booth with digital screens.,14.82
시장_장림골목시장_1777.jpg,A photo of a bright drugstore with various skincare items.,40.09,an image of a cozy indoor booth with cushions,12.16,A photo of a drugstore checkout counter with items.,10.23
시장_장림골목시장_1778.jpg,a photo of fresh ingredients on a restaurant kitchen prep table,21.26,a photo of a delicatessen counter filled with sandwich ingredients,19.68,an image of a busy restaurant kitchen with sizzling pans,15.93
시장_정서진중앙시장_1343.jpg,an image of people dining in a modern food court,33.42,an image of a school cafeteria with rows of tables,17.53,an image of colorful food court stalls and signs,16.31
시장_정서진중앙시장_1344.jpg,An image of lively commerce at a crowded outdoor bazaar.,59.69,an image of a bustling outdoor market with fresh flowers,10.36,an image of a lively outdoor market with various stalls,9.13
시장_토지금고시장_1349.jpg,an image of fast food trays on a counter,48.15,a photo of a busy fast food restaurant interior,21.23,a photo of a fast food menu board display,16.89
시장_토지금고시장_1351.jpg,A photo of a bustling street with busy traffic.,41.08,An image of cars parked in a spacious outdoor garage.,12.99,An image of vibrant downtown shops and cafes.,12.45
시장_해운대전통시장_1770.jpg,a photo of a fast food menu board display,89.9,a photo of a busy fast food restaurant interior,4.34,an image of fast food trays on a counter,2.95
시장_해운대전통시장_1771.jpg,An image of lively commerce at a crowded outdoor bazaar.,34.28,A photo of an indoor market bustling with shoppers.,19.39,An image of shoppers exploring an indoor flea market.,16.17
시장_해운대전통시장_1772.jpg,a photo of fast food burgers and fries on a table,57.66,an image of fast food trays on a counter,37.23,a photo of a busy fast food restaurant interior,2.48
실내포장마차_골목정원_1355.jpg,an image of a graffiti-covered alleyway in the city,93.29,An image of an art studio with colorful paint splatters.,3.42,a photo of an alley filled with colorful hanging lights,0.96
실내포장마차_골목포차_1801.jpg,A photo of a vintage motel sign at dusk.,62.13,An image of a roadside motel with neon lights.,25.84,A photo of a retro motel with a flickering vacancy sign.,2.8
아파트_수목원호정포레스트아파트_1977.jpg,a photo of a spacious plaza surrounded by tall buildings,46.13,an image of musicians performing on a lively outdoor stage,42.63,a photo of an outdoor stage set for a concert,4.44
양식_낭만놀이_1908.jpg,an image of a quiet alley lined with brick walls,61.05,An image of Medina's narrow alleyways lined with vibrant shops.,21.16,a photo of a narrow alley with cobblestone paving,15.37
양식_디노브런치앤다이닝_1502.jpg,An image of a cozy café shopfront with inviting outdoor seating.,57.72,an image of a quaint outdoor diner with colorful tables,13.97,a photo of an outdoor diner surrounded by greenery,10.56
양식_디노브런치앤다이닝_1503.jpg,a photo of a cozy coffee shop with wooden tables,62.53,an image of a bustling coffee shop during the morning rush,12.17,a photo of a modern coffee shop with minimalist decor,9.49
양식_디노브런치앤다이닝_1504.jpg,an image of people dining in a modern food court,24.78,a photo of diverse cuisines in a busy food court,13.53,a photo of a quiet coffee shop corner with a book and mug,12.66
