파일명,소분류1,확률1(%),소분류2,확률2(%),소분류3,확률3(%)
뷔페_서울신라호텔 더 파크뷰_36.jpg,Baskets overflowing with spices,46.66,Seasonal produce in abundance,31.6,Artisanal crafts from local vendors,11.3
브런치빈_브런치빈 삼산점_1034.jpg,bakery courtyard with rustic charm,39.16,charming cobblestone street to bakery,14.91,bakery amidst autumn foliage,14.53
브런치빈_브런치빈 송파점_13.jpg,Baskets overflowing with spices,67.84,Seasonal produce in abundance,13.57,bakery courtyard with rustic charm,7.26
"사당,제단_오랑대_1689.jpg",rocky coastline with crashing waves,48.67,dramatic cliffs by the ocean,21.31,hidden cove with azure waters,20.11
"사당,제단_종묘_250.jpg",Temple courtyard surrounded by gardens,88.66,Temple tower framed by lush trees,2.2,historic pavilion with mountain backdrop,2.12
"사당,제단_종묘_251.jpg",City skyline view from tower top,88.84,Vibrant market stalls at dawn,2.79,Sunrise over coastal tower landscape,2.01
"사당,제단_종묘_252.jpg",Historic architecture in museum courtyard,65.85,Temple entrance with ornate details,7.69,Ornate museum entrance details,7.0
"사당,제단_참성단_1256.jpg",rocky coastline with crashing waves,91.49,rugged coastline from the pier,3.37,dramatic cliffs by the ocean,1.36
"사당,제단_참성단_1257.jpg",Festival banners waving in the breeze,41.0,Cultural symbols adorning festival entrance,20.64,Festival reflections on nearby water,15.53
"사당,제단_참성단_1258.jpg",Historic architecture in museum courtyard,72.53,historic pavilion with mountain backdrop,8.79,Rooftop view from museum terrace,5.28
"산성,성곽_금정산성 동문_1686.jpg",Cozy outdoor seating with lanterns,93.55,Scenic view from restaurant balcony,2.39,Traditional festival decorations up close,1.23
"산성,성곽_금정산성 동문_1687.jpg",Panoramic view of the zoo gardens,53.22,Colorful flags fluttering in breeze,8.3,Abandoned ride surrounded by greenery,7.84
"산성,성곽_금정산성 동문_1688.jpg",Festival banners waving in the breeze,20.87,Festival grounds under starry sky,17.55,Colorful festival flags against blue sky,12.21
"산성,성곽_남한산성_761.jpg",Market signs in vibrant colors,54.6,trail winding through rocky terrain,14.93,autumn leaves carpeting trail,5.29
"산성,성곽_남한산성_762.jpg",trail winding through rocky terrain,43.79,trail winding through pine forest,27.63,trail leading to hidden waterfall,8.47
"산성,성곽_남한산성_763.jpg",fountain with ornate stone carvings,37.91,Temple steps leading to mountains,16.31,Temple courtyard surrounded by gardens,15.25
"산성,성곽_부산진성_1707.jpg",Temple courtyard surrounded by gardens,31.21,Majestic entrance gates with arches,21.85,Temple entrance with ornate details,15.2
"산성,성곽_부산진성_1708.jpg",Festival banners waving in the breeze,23.14,Colorful festival flags against blue sky,18.96,Festival grounds under starry sky,8.81
"산성,성곽_부산진성_1709.jpg",Old building exterior with ivy,25.56,Rooftop terrace overlooking cityscape,10.6,Temple courtyard surrounded by gardens,9.84
"산성,성곽_분오리돈대_1244.jpg",Snow-capped mountains behind tower,32.21,Historic architecture details of tower,15.02,moonlit palace silhouette at night,8.41
"산성,성곽_분오리돈대_1246.jpg",Historic architecture details of tower,20.04,Sunrise glow on ancient temple,16.93,Temple steps leading to mountains,10.99
"산성,성곽_수원화성_756.jpg",Festival grounds under starry sky,93.96,Festival lanterns illuminating pathways,1.96,Vibrant festival lights at twilight,1.7
"산성,성곽_수원화성_758.jpg",Tower reflection in nearby water,92.42,Silhouette of tower against twilight,3.04,Panoramic cityscape view from observatory,1.24
"산성,성곽_연천호로고루_779.jpg",gallery courtyard with ancient sculptures,26.48,Historic architecture in museum courtyard,12.94,Ornate museum entrance details,12.8
"산성,성곽_초지진_1229.jpg",bar nestled in mountain village,79.14,rustic bar with wooden façade,9.44,Charming entrance with vintage signage,2.2
"산성,성곽_행주산성_764.jpg",Historic architecture in museum courtyard,36.24,ornate carvings on palace walls,17.2,Ornate museum entrance details,13.9
"산성,성곽_행주산성_765.jpg",street view with distant mountains,65.28,Vintage amusement park entrance sign,9.36,foggy street with old-world charm,7.09
"산성,성곽_행주산성_766.jpg",ornate carvings on palace walls,30.17,Sculptural museum water fountain,29.91,historic fountain reflecting in water,10.65
삼겹살_골목고깃집_902.jpg,Cozy outdoor seating with lanterns,49.27,Scenic view from restaurant balcony,13.46,Traditional festival decorations up close,11.84
삼겹살_골목식당_890.jpg,bakery courtyard with rustic charm,32.33,Artisanal crafts from local vendors,15.71,sunlight streaming on bakery entrance,12.05
삼겹살_골목식당_891.jpg,artistic gallery entrance detail,44.27,gallery surrounded by blooming gardens,22.48,Symmetrical museum staircases,5.8
삼겹살_골목식당_892.jpg,bar nestled in mountain village,43.88,old cinema ticket booth,26.66,bakery nestled in snowy village,9.57
"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg",Vibrant garden surrounding stone tower,64.58,City skyline view from tower top,21.36,Sunrise over coastal tower landscape,2.62
"수목원,식물원_국립수목원_594.jpg",Open-air market architecture,17.7,traditional rooftops against clear sky,12.07,traditional rooftops against clear sky,12.07
"수목원,식물원_국립수목원_595.jpg",Sculptural museum water fountain,24.05,Shadow patterns on museum walls,16.46,Historic fountain under clear blue sky,13.09
"수목원,식물원_금강식물원_1577.jpg",Cherry blossoms in full bloom,46.29,Stone bridge over gentle stream,12.95,Ivy-covered garden wall,7.05
"수목원,식물원_금강식물원_1578.jpg",Sculptured topiary under clear sky,65.64,Garden pathway with stone arch,30.68,Blooming flower beds in spring,0.85
"수목원,식물원_금강식물원_1579.jpg",fountain in tranquil garden setting,37.47,Reflection in garden pond,12.9,Garden pathway with stone arch,11.29
"수목원,식물원_남산야외식물원_97.jpg",Garden pathway with stone arch,45.76,Blooming flower beds in spring,29.82,Vintage amusement park entrance sign,3.41
"수목원,식물원_남산야외식물원_98.jpg",Temple courtyard surrounded by gardens,82.62,historic pavilion with mountain backdrop,5.98,Temple tower framed by lush trees,2.86
"수목원,식물원_대구수목원_1965.jpg",ancient trees in silent forest,27.74,trail winding through pine forest,20.9,wildflowers blooming in forest clearings,17.42
"수목원,식물원_더그림_596.jpg",Garden pathway with stone arch,33.75,Fountain surrounded by tulips,24.93,Blooming flower beds in spring,13.77
"수목원,식물원_더그림_597.jpg",Old building exterior with ivy,21.05,Rustic wooden facade and shutters,15.93,Ivy-covered garden wall,14.66
"수목원,식물원_더그림_598.jpg",gallery surrounded by blooming gardens,33.16,Garden pathway with stone arch,25.14,Temple courtyard surrounded by gardens,18.76
"수목원,식물원_도당근린공원 백만송이장미원_617.jpg",Vintage amusement park entrance sign,40.63,Vintage amusement park entrance sign,40.63,Blooming flower beds in spring,14.75
"수목원,식물원_도당근린공원 백만송이장미원_618.jpg",quaint bakery facade with flowers,79.4,Charming entrance with vintage signage,5.36,bakery nestled in snowy village,5.05
"수목원,식물원_도당근린공원 백만송이장미원_619.jpg",Blooming flower beds in spring,60.36,Garden pathway with stone arch,20.09,vibrant flowers in palace gardens,15.57
"수목원,식물원_물향기수목원_590.jpg",Reflection in garden pond,42.92,Tranquil pond reflecting the sky,36.32,Blooming flower beds in spring,8.52
"수목원,식물원_물향기수목원_591.jpg",Seasonal produce in abundance,18.76,Market signs in vibrant colors,18.06,Baskets overflowing with spices,14.45
"수목원,식물원_물향기수목원_592.jpg",Temple steps leading to mountains,10.18,Quaint courtyard with stone path,9.46,Temple reflected in serene pond,8.12
"수목원,식물원_바다향기수목원_606.jpg",Historic street view from doorway,16.44,Rustic wooden facade and shutters,14.6,Colorful flags fluttering in breeze,13.42
"수목원,식물원_바다향기수목원_607.jpg",Handcrafted goods on display,29.31,Vibrant market stalls at dawn,19.54,Baskets overflowing with spices,14.4
"수목원,식물원_벽초지수목원_587.jpg",Cherry blossoms in full bloom,91.67,Artisanal crafts from local vendors,3.63,Butterflies fluttering over flowers,1.12
"수목원,식물원_벽초지수목원_589.jpg",artistic gallery entrance detail,69.46,Market signs in vibrant colors,4.01,Historic market square details,3.81
"수목원,식물원_부산시수목전시원_1582.jpg",fountain in tranquil garden setting,31.79,Panoramic view of the zoo gardens,20.73,reflections in serene palace pond,13.68
"수목원,식물원_부산어린이식물원_1592.jpg",Handcrafted goods on display,39.99,Festival lanterns illuminating pathways,35.68,Cultural symbols adorning festival entrance,6.4
"수목원,식물원_부산어린이식물원_1593.jpg",panoramic view from stadium roof,44.65,Blooming flower beds in spring,16.94,autumn leaves framing stadium,11.99
"수목원,식물원_부산어린이식물원_1594.jpg",Twinkling lights on carousel horses,84.07,Artisanal crafts from local vendors,8.83,Handcrafted goods on display,4.06
"수목원,식물원_부산화명수목원_1568.jpg",wildflowers blooming in forest clearings,84.37,wildflowers lining the trail path,6.3,Butterflies fluttering over flowers,5.04
"수목원,식물원_부산화명수목원_1569.jpg",wildflowers blooming in forest clearings,78.06,wildflowers lining the trail path,11.38,Butterflies fluttering over flowers,5.34
"수목원,식물원_부산화명수목원_1570.jpg",trail winding through rocky terrain,61.82,trail leading to hidden waterfall,12.29,Vintage amusement park entrance sign,10.58
"수목원,식물원_북한산식물원_113.jpg",street view with distant mountains,91.57,historic pavilion with mountain backdrop,3.08,foggy street with old-world charm,2.25
"수목원,식물원_북한산식물원_114.jpg",Panoramic view of the zoo gardens,59.51,Tropical rainforest habitat at dawn,27.34,Tropical aviary with vibrant birds,12.1
"수목원,식물원_사바나농장_115.jpg",Panoramic view of the zoo gardens,70.25,Tropical rainforest habitat at dawn,16.3,Ivy-covered garden wall,3.27
"수목원,식물원_사바나농장_116.jpg",gallery surrounded by blooming gardens,40.13,Baskets overflowing with spices,17.88,Seasonal produce in abundance,16.36
"수목원,식물원_사바나농장_117.jpg",Cozy outdoor seating with lanterns,81.62,Fountain surrounded by tulips,5.46,Reflection in garden pond,3.36
"수목원,식물원_서경하늘수목원_1601.jpg",autumn hues surrounding palace grounds,67.59,Roller coaster with mountain backdrop,12.81,historic pavilion with mountain backdrop,9.34
"수목원,식물원_서울식물원_88.jpg",theater garden with blooming flowers,43.26,Cultural symbols adorning festival entrance,18.68,Festival lanterns illuminating pathways,6.27
"수목원,식물원_서울어린이대공원 식물원_106.jpg",Quiet museum courtyard nooks,33.07,Temple courtyard surrounded by gardens,18.61,Historic architecture in museum courtyard,10.79
"수목원,식물원_서울어린이대공원 식물원_107.jpg",Panoramic view of the zoo gardens,71.57,Tropical aviary with vibrant birds,11.83,Garden pathway with stone arch,5.16
"수목원,식물원_서울어린이대공원 식물원_108.jpg",reflection of gallery on rain puddle,23.27,artistic gallery entrance detail,19.8,Museum facade at golden hour,11.9
"수목원,식물원_석모도수목원_1101.jpg",Fountain surrounded by tulips,37.35,fountain with vibrant flowers surrounding,26.47,Garden pathway with stone arch,18.96
"수목원,식물원_석모도수목원_1102.jpg",Garden pathway with stone arch,86.34,Stone bridge over gentle stream,6.62,Vintage amusement park entrance sign,5.79
"수목원,식물원_석모도수목원_1103.jpg",Garden pathway with stone arch,57.5,Blooming flower beds in spring,16.99,Cherry blossoms in full bloom,14.36
"수목원,식물원_선유도공원 시간의정원_104.jpg",Garden pathway with stone arch,31.23,Stone bridge over gentle stream,19.38,Abandoned ride surrounded by greenery,15.35
"수목원,식물원_선유도공원 온실_124.jpg",Panoramic view of the zoo gardens,77.45,Reflection in garden pond,10.77,Reflection of rides in water,3.73
"수목원,식물원_세미원_578.jpg",Seasonal decorations on store exterior,26.03,Department store architectural facade,14.66,Ivy-covered garden wall,13.92
"수목원,식물원_세미원_579.jpg",artistic gallery entrance detail,41.89,vibrant murals on gallery walls,36.7,gallery surrounded by blooming gardens,6.89
"수목원,식물원_세미원_580.jpg",Butterflies fluttering over flowers,29.89,Golden leaves in autumn sunlight,19.02,Autumn leaves carpeting the ground,18.24
"수목원,식물원_신구대학교식물원_608.jpg",wildflowers blooming in forest clearings,81.63,wildflowers lining the trail path,17.26,Butterflies fluttering over flowers,0.8
"수목원,식물원_신구대학교식물원_610.jpg",wildflowers blooming in forest clearings,88.93,wildflowers lining the trail path,8.41,Butterflies fluttering over flowers,2.05
"수목원,식물원_아차산어울림정원 자생식물원_121.jpg",Roller coaster with mountain backdrop,27.65,Roller coaster with mountain backdrop,27.65,Reflection of rides in water,11.05
"수목원,식물원_아차산어울림정원 자생식물원_122.jpg",Vintage amusement park entrance sign,28.6,Historic architecture in museum courtyard,15.42,ancient gate framed by trees,10.64
"수목원,식물원_아침고요수목원_585.jpg",Blooming flower beds in spring,74.47,vibrant flowers in palace gardens,14.02,Garden pathway with stone arch,9.87
"수목원,식물원_아침고요수목원_586.jpg",Reflection in garden pond,57.82,reflections in serene palace pond,14.68,Garden pathway with stone arch,10.59
"수목원,식물원_아홉산숲_1572.jpg",Temple courtyard surrounded by gardens,49.11,Garden pathway with stone arch,36.92,ancient gate framed by trees,7.92
"수목원,식물원_아홉산숲_1573.jpg",trail winding through pine forest,91.56,Sun-dappled path through tall trees,2.57,trail leading to hidden waterfall,1.67
"수목원,식물원_영흥수목원_612.jpg",Snow-capped mountains behind tower,33.02,Vintage amusement park entrance sign,18.48,Vibrant garden surrounding stone tower,9.48
"수목원,식물원_영흥수목원_613.jpg",Abandoned ride surrounded by greenery,93.07,street view with distant mountains,1.82,Panoramic view of the zoo gardens,1.0
"수목원,식물원_인천나비공원 수생식물원_1098.jpg",Blooming flower beds in spring,27.1,Fountain surrounded by tulips,23.72,Colorful flags fluttering in breeze,14.37
"수목원,식물원_인천나비공원 수생식물원_1099.jpg",Temple courtyard surrounded by gardens,73.88,Fountain surrounded by tulips,12.77,vibrant flowers in palace gardens,3.45
"수목원,식물원_인천수목원_1090.jpg",autumn leaves carpeting trail,40.97,quiet street under autumn leaves,30.24,Golden leaves in autumn sunlight,20.89
"수목원,식물원_인천수목원_1091.jpg",Garden pathway with stone arch,82.19,Stone bridge over gentle stream,13.87,historic pavilion with mountain backdrop,1.35
"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg",autumn hues surrounding palace grounds,28.29,Roller coaster with mountain backdrop,11.0,Roller coaster with mountain backdrop,11.0
"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg",trail winding through pine forest,72.13,forest path with fallen leaves,5.93,trail leading to hidden waterfall,5.4
"수목원,식물원_장산산림욕장_1591.jpg",trail winding through pine forest,63.15,trail leading to hidden waterfall,11.39,Sun-dappled path through tall trees,6.7
"수목원,식물원_창경궁 대온실_94.jpg",historic pavilion with mountain backdrop,21.97,historic pavilion with mountain backdrop,21.97,snow-dusted palace under winter sun,12.67
"수목원,식물원_창경궁 대온실_95.jpg",snow-dusted palace under winter sun,34.67,snow-dusted palace under winter sun,34.67,Lush gardens surrounding the palace,7.67
"수목원,식물원_창경궁 대온실_96.jpg",fountain with ornate stone carvings,97.86,fountain in tranquil garden setting,1.14,fountain with cascading waterfalls,0.31
"수목원,식물원_푸른수목원_91.jpg",reflections in serene palace pond,31.4,bridge arching over flowing river,23.81,Reflection in garden pond,18.77
"수목원,식물원_푸른수목원_92.jpg",trail leading to hidden waterfall,40.15,Stone bridge over gentle stream,25.49,trail winding through rocky terrain,11.03
"수목원,식물원_푸른수목원_93.jpg",ancient trees in silent forest,15.85,reflections in serene palace pond,14.53,Colorful flags fluttering in breeze,10.59
"수목원,식물원_한택식물원_602.jpg",Fountain surrounded by tulips,46.41,gallery surrounded by blooming gardens,23.03,Reflection in garden pond,11.77
"수목원,식물원_한택식물원_603.jpg",wildflowers blooming in forest clearings,78.25,seasonal blossoms near gallery windows,15.06,Butterflies fluttering over flowers,2.3
"수목원,식물원_한택식물원_604.jpg",wildflowers blooming in forest clearings,49.74,seasonal blossoms near gallery windows,31.79,gallery surrounded by blooming gardens,8.03
"수목원,식물원_해운대수목원_1574.jpg",Blooming flower beds in spring,23.31,Sun-dappled path through tall trees,10.55,Stone bridge over gentle stream,8.43
"수목원,식물원_해운대수목원_1576.jpg",Blooming flower beds in spring,90.5,vibrant flowers in palace gardens,7.33,Butterflies fluttering over flowers,0.49
"수목원,식물원_화담숲_583.jpg",autumn hues surrounding palace grounds,80.28,wildflowers blooming in forest clearings,4.49,trail winding through pine forest,3.38
"수목원,식물원_황학산수목원_620.jpg",trail winding through rocky terrain,49.78,trail winding through pine forest,21.15,wildflowers blooming in forest clearings,9.98
순대_골목순대국_390.jpg,early morning light on bakery sign,38.9,quaint bakery facade with flowers,17.73,charming cobblestone street to bakery,10.88
순대_골목순대국_391.jpg,rustic bar with wooden façade,28.05,bar with sprawling vineyard view,17.3,bar nestled in mountain village,13.89
순대_골목순대국_392.jpg,Open-air market architecture,22.23,Market signs in vibrant colors,20.26,bakery courtyard with rustic charm,11.97
술집_숨은골목_388.jpg,trail winding through rocky terrain,37.3,Tropical aviary with vibrant birds,17.43,reflections in serene palace pond,7.24
시장_가락시장_336.jpg,Seasonal decorations on store exterior,17.72,Baskets overflowing with spices,17.57,Seasonal produce in abundance,13.01
시장_가락시장_337.jpg,Vibrant market stalls at dawn,64.89,Baskets overflowing with spices,17.75,Open-air market architecture,10.84
시장_가락시장_338.jpg,Vintage amusement park entrance sign,63.42,Vibrant garden surrounding stone tower,13.58,Birds circling above the old tower,2.77
시장_강남시장_1337.jpg,Open-air market architecture,28.41,bridge arching over flowing river,27.69,Market signs in vibrant colors,8.51
시장_강화풍물시장_1328.jpg,Open-air market architecture,75.37,Market signs in vibrant colors,6.86,Seasonal decorations on store exterior,5.39
시장_경동시장_333.jpg,Intricate window display details,57.43,retro cinema facade,8.46,cinema poster alleyway,8.38
시장_경동시장_334.jpg,Tropical aviary with vibrant birds,75.83,Majestic peacock displaying feathers,14.85,Tropical rainforest habitat at dawn,2.84
시장_계양산전통시장_1334.jpg,Market entrance with traditional decor,26.06,theater balcony overlooking the street,20.02,theater exterior with grand entrance,16.1
시장_계양산전통시장_1335.jpg,cinema with starry night backdrop,35.42,vintage theater marquee lights,17.52,Shadow patterns on museum walls,14.38
시장_계양산전통시장_1336.jpg,artistic gallery entrance detail,42.87,gallery roofline with city backdrop,14.26,Historic architecture details of tower,9.9
시장_광명전통시장_869.jpg,crystal-clear turquoise waters,59.86,gallery surrounded by blooming gardens,9.53,seagulls soaring above the sea,9.03
시장_광장시장_321.jpg,Vibrant market stalls at dawn,25.58,Open-air market architecture,21.84,bakery amidst autumn foliage,20.55
시장_광장시장_323.jpg,Artisanal crafts from local vendors,84.72,Market entrance with traditional decor,6.35,Market signs in vibrant colors,4.22
시장_교동대룡시장_1313.jpg,bar nestled in mountain village,35.51,rustic bar with wooden façade,35.2,Cozy outdoor seating with lanterns,12.8
시장_교동대룡시장_1314.jpg,Handcrafted goods on display,56.46,Artisanal crafts from local vendors,24.57,Cozy outdoor seating with lanterns,5.13
시장_교동대룡시장_1315.jpg,rustic bar with wooden façade,68.31,bar with sprawling vineyard view,12.66,coastal bar overlooking ocean,11.95
시장_구리전통시장_851.jpg,Historic murals on palace walls,53.71,panoramic view from stadium roof,15.11,stadium lights illuminate night sky,11.69
시장_구리전통시장_853.jpg,Historic murals on palace walls,39.41,Seasonal produce in abundance,12.26,Handcrafted goods on display,12.1
시장_구포시장_1774.jpg,Traditional festival decorations up close,43.27,Cultural symbols adorning festival entrance,15.19,Colorful festival flags against blue sky,9.84
시장_구포시장_1775.jpg,Lions resting in the savanna,20.92,Sunlit alleyways between stalls,17.43,Artisanal crafts from local vendors,12.97
시장_국제시장_1764.jpg,Market signs in vibrant colors,49.48,Market entrance with traditional decor,32.22,Open-air market architecture,8.55
시장_국제시장_1766.jpg,quaint shops lining cobblestone street,33.55,Seasonal decorations on store exterior,20.39,Department store architectural facade,20.17
시장_기장시장_1786.jpg,Vibrant market stalls at dawn,63.48,Open-air market architecture,23.45,Market signs in vibrant colors,5.86
시장_기장시장_1787.jpg,Handcrafted goods on display,34.86,Festival reflections on nearby water,30.38,Artisanal crafts from local vendors,13.6
시장_남대문시장_325.jpg,Vibrant market stalls at dawn,47.76,Market entrance with traditional decor,20.56,Baskets overflowing with spices,11.59
시장_남촌농산물도매시장_1322.jpg,Vibrant market stalls at dawn,51.09,Open-air market architecture,16.23,Seasonal produce in abundance,11.75
시장_남촌농산물도매시장_1323.jpg,Vibrant market stalls at dawn,77.58,Open-air market architecture,6.4,Handcrafted goods on display,5.75
시장_남촌농산물도매시장_1324.jpg,Market signs in vibrant colors,74.1,Colorful flags fluttering in breeze,14.81,Handcrafted goods on display,3.78
시장_노량진수산물도매시장_340.jpg,Open-air market architecture,41.2,Vibrant market stalls at dawn,34.51,seagulls soaring over docked ships,5.64
시장_노량진수산물도매시장_341.jpg,Market signs in vibrant colors,34.82,Night lights illuminating storefront,16.49,Market entrance with traditional decor,15.41
시장_독립문 영천시장_363.jpg,colorful bar with neon lights,50.36,hidden bar in urban courtyard,15.42,historic bar with vintage signage,11.86
시장_동대문종합시장_330.jpg,Department store architectural facade,95.95,Historic department store entrance,1.34,Seasonal decorations on store exterior,0.88
시장_동대문종합시장_332.jpg,theater exterior with grand entrance,70.9,Department store architectural facade,17.52,Historic department store entrance,7.72
시장_동래시장_1782.jpg,Vibrant market stalls at dawn,41.69,Open-air market architecture,18.63,Artisanal crafts from local vendors,13.69
시장_동래시장_1783.jpg,Market signs in vibrant colors,15.78,Open-air market architecture,11.85,Artisanal crafts from local vendors,11.14
시장_동래시장_1784.jpg,Artisanal crafts from local vendors,50.93,Handcrafted goods on display,24.11,Baskets overflowing with spices,15.84
시장_동묘시장_345.jpg,Colorful festival flags against blue sky,28.93,Open-air market architecture,17.26,Market signs in vibrant colors,14.89
시장_동묘시장_347.jpg,Market signs in vibrant colors,85.02,quaint shops lining cobblestone street,4.31,street view with distant mountains,3.83
시장_마장축산물시장_357.jpg,Historic murals on palace walls,44.14,Panoramic views from palace balcony,25.84,gallery surrounded by blooming gardens,5.93
시장_마장축산물시장_358.jpg,Market signs in vibrant colors,28.03,Open-air market architecture,25.02,bustling market street at dawn,14.62
시장_마장축산물시장_359.jpg,Market entrance with traditional decor,60.92,Market signs in vibrant colors,18.03,Open-air market architecture,11.17
시장_망원시장_327.jpg,retro cinema facade,69.63,old cinema ticket booth,12.75,cinema with starry night backdrop,4.39
시장_망원시장_328.jpg,Modern escalator design in atrium,41.66,Market entrance with traditional decor,26.49,Market signs in vibrant colors,16.46
시장_망원시장_329.jpg,bakery amidst autumn foliage,32.88,charming cobblestone street to bakery,27.79,early morning light on bakery sign,16.12
시장_모란민속5일장_842.jpg,Festival banners waving in the breeze,59.14,Market signs in vibrant colors,33.03,Cultural symbols adorning festival entrance,2.5
시장_모란민속5일장_843.jpg,Open-air market architecture,88.19,Reflection of rides in water,4.61,Vibrant market stalls at dawn,2.35
시장_모래내시장_1316.jpg,Market entrance with traditional decor,44.39,Vibrant market stalls at dawn,32.15,Open-air market architecture,11.72
시장_모래내시장_1317.jpg,Artisanal crafts from local vendors,34.44,stadium lights illuminate night sky,19.01,Vibrant market stalls at dawn,10.08
시장_목동깨비시장_351.jpg,Vibrant market stalls at dawn,44.2,Market signs in vibrant colors,29.9,vintage bakery window display,5.07
시장_목동깨비시장_352.jpg,Vibrant market stalls at dawn,60.07,Open-air market architecture,18.02,Market signs in vibrant colors,10.94
시장_목동깨비시장_353.jpg,Vibrant market stalls at dawn,28.46,Market signs in vibrant colors,28.07,quaint shops lining cobblestone street,8.01
시장_민락회타운시장_1798.jpg,Department store architectural facade,47.78,Vibrant garden surrounding stone tower,16.45,Views from rooftop garden terrace,11.28
시장_반여농산물도매시장_1779.jpg,Colorful festival flags against blue sky,49.9,Festival banners waving in the breeze,20.49,Seasonal decorations on store exterior,14.35
시장_반여농산물도매시장_1780.jpg,wildflowers blooming in forest clearings,50.69,Vibrant garden surrounding stone tower,19.41,forest path with fallen leaves,6.83
시장_반여농산물도매시장_1781.jpg,street view with distant mountains,71.54,Festival grounds under starry sky,4.53,Open-air market architecture,3.97
시장_발안만세시장_875.jpg,Seasonal produce in abundance,69.17,seasonal blossoms near gallery windows,8.03,Market signs in vibrant colors,5.35
시장_발안만세시장_876.jpg,Seasonal produce in abundance,26.82,gallery surrounded by blooming gardens,12.97,Baskets overflowing with spices,12.05
시장_방산시장_360.jpg,Market signs in vibrant colors,86.55,Market entrance with traditional decor,5.17,Open-air market architecture,2.73
시장_방산시장_361.jpg,Vibrant market stalls at dawn,36.58,Open-air market architecture,24.45,Market entrance with traditional decor,19.13
시장_방산시장_362.jpg,Artisanal crafts from local vendors,24.69,Seasonal decorations on store exterior,24.09,Intricate window display details,13.31
시장_부산진시장_1767.jpg,Artisanal crafts from local vendors,17.6,Handcrafted goods on display,15.57,Market entrance with traditional decor,14.51
시장_부산진시장_1768.jpg,Seasonal produce in abundance,21.42,Market entrance with traditional decor,16.21,Blooming flower beds in spring,14.42
시장_부산진시장_1769.jpg,street view with distant mountains,45.13,traditional rooftops against clear sky,20.71,Reflection of rides in water,10.91
시장_부전시장_1758.jpg,Colorful flags fluttering in breeze,29.36,theater garden with blooming flowers,25.85,reflections in serene palace pond,14.25
시장_부전시장_1759.jpg,gallery surrounded by blooming gardens,17.25,artistic gallery entrance detail,14.74,reflections in serene palace pond,13.28
시장_부전시장_1760.jpg,Baskets overflowing with spices,92.88,Seasonal produce in abundance,2.64,Market signs in vibrant colors,1.92
시장_부평깡통시장_1761.jpg,Market signs in vibrant colors,69.46,Open-air market architecture,16.07,Market entrance with traditional decor,4.34
시장_부평깡통시장_1762.jpg,Seasonal decorations on store exterior,53.84,Department store architectural facade,16.17,Historic department store entrance,7.46
시장_부평깡통시장_1763.jpg,Open-air market architecture,45.3,Market entrance with traditional decor,23.88,Vibrant market stalls at dawn,22.22
시장_부평종합시장_1325.jpg,Vibrant market stalls at dawn,42.26,Market signs in vibrant colors,37.25,Open-air market architecture,10.34
시장_삼미시장_845.jpg,Market signs in vibrant colors,75.96,Baskets overflowing with spices,8.68,Artisanal crafts from local vendors,5.38
시장_삼미시장_846.jpg,Open-air market architecture,25.34,charming cobblestone street to bakery,24.15,Vibrant market stalls at dawn,14.37
시장_삼산농산물도매시장_1346.jpg,Open-air market architecture,82.42,Historic market square details,8.01,Market entrance with traditional decor,2.84
시장_삼산농산물도매시장_1347.jpg,Open-air market architecture,89.82,Department store architectural facade,2.41,traditional rooftops against clear sky,2.11
시장_삼산농산물도매시장_1348.jpg,panoramic view from stadium roof,70.61,Panoramic views from palace balcony,10.45,distant mountains seen from stadium,6.67
시장_서면시장_1795.jpg,Market signs in vibrant colors,33.43,bustling market street at dawn,24.41,Open-air market architecture,16.1
시장_서울풍물시장_354.jpg,Historic murals on palace walls,44.47,Grand staircase leading upwards,29.83,Seasonal produce in abundance,7.85
시장_서울풍물시장_355.jpg,Market entrance with traditional decor,38.18,Market signs in vibrant colors,34.85,Seasonal decorations on store exterior,9.37
시장_서울풍물시장_356.jpg,gallery surrounded by blooming gardens,60.75,Butterflies fluttering over flowers,14.74,seasonal blossoms near gallery windows,13.2
시장_서원시장_1791.jpg,Market signs in vibrant colors,43.01,Market entrance with traditional decor,27.04,Open-air market architecture,7.77
시장_성남중앙공설시장_878.jpg,Department store architectural facade,41.67,Modern escalator design in atrium,19.89,Tower reflection in nearby water,7.58
시장_성남중앙공설시장_880.jpg,Baskets overflowing with spices,26.69,Open-air market architecture,18.1,Market entrance with traditional decor,17.92
시장_소래포구종합어시장_1310.jpg,Cultural symbols adorning festival entrance,68.55,Festival banners waving in the breeze,15.82,Festival grounds under starry sky,4.01
시장_수원시농수산물도매시장_860.jpg,Open-air market architecture,96.71,Historic market square details,1.28,Market signs in vibrant colors,0.94
시장_수원시농수산물도매시장_861.jpg,Open-air market architecture,79.74,Market signs in vibrant colors,4.41,Artisanal crafts from local vendors,3.13
시장_수원시농수산물도매시장_862.jpg,Festival banners waving in the breeze,59.34,Festival grounds under starry sky,17.12,Colorful festival flags against blue sky,10.36
시장_신기시장_1331.jpg,Handcrafted goods on display,53.41,Market signs in vibrant colors,29.07,Artisanal crafts from local vendors,5.42
