사진번호,파일명,라벨1,확률1(%),라벨2,확률2(%),라벨3,확률3(%),라벨4,확률4(%),라벨5,확률5(%)
393,봉수대_황령산 봉수대_1678.jpg,valley,45.49,village,18.4,mountain,17.22,sky,2.5,mountain_path,1.89
394,봉수대_황령산 봉수대_1679.jpg,bridge,20.68,highway,8.38,forest_road,7.07,viaduct,4.91,valley,4.62
395,뷔페_서울신라호텔 더 파크뷰_34.jpg,elevator/door,43.99,elevator_lobby,22.2,sauna,12.67,martial_arts_gym,5.57,locker_room,4.64
396,뷔페_서울신라호텔 더 파크뷰_35.jpg,sushi_bar,23.94,restaurant_kitchen,11.67,artists_loft,8.64,office,8.63,kitchen,6.31
397,뷔페_서울신라호텔 더 파크뷰_36.jpg,delicatessen,51.21,bakery/shop,29.25,restaurant,9.28,fastfood_restaurant,2.51,food_court,2.08
398,브런치빈_브런치빈 삼산점_1034.jpg,delicatessen,88.49,pizzeria,4.53,bakery/shop,2.34,restaurant,2.23,cafeteria,0.73
399,브런치빈_브런치빈 송파점_13.jpg,delicatessen,36.94,bakery/shop,33.55,market/outdoor,9.26,candy_store,7.83,supermarket,2.14
400,"사당,제단_오랑대_1689.jpg",lighthouse,54.9,islet,11.76,coast,8.53,ocean,4.96,wave,4.49
401,"사당,제단_종묘_250.jpg",park,12.95,promenade,11.8,campus,10.63,botanical_garden,7.6,japanese_garden,7.51
402,"사당,제단_종묘_251.jpg",skyscraper,53.32,downtown,30.03,industrial_area,6.47,office_building,4.74,tower,2.38
403,"사당,제단_종묘_252.jpg",airport_terminal,35.42,server_room,29.32,ticket_booth,9.95,ice_cream_parlor,3.67,fastfood_restaurant,3.62
404,"사당,제단_참성단_1256.jpg",cliff,22.74,coast,12.64,swimming_pool/outdoor,12.02,islet,8.82,lagoon,6.24
405,"사당,제단_참성단_1257.jpg",clean_room,32.16,igloo,16.62,martial_arts_gym,14.2,ski_slope,6.78,ice_floe,6.48
406,"사당,제단_참성단_1258.jpg",amphitheater,44.29,park,5.42,playground,4.16,lock_chamber,2.82,lawn,2.52
407,"산성,성곽_금정산성 동문_1686.jpg",beer_garden,20.97,campsite,17.66,restaurant_patio,13.92,pavilion,10.29,sandbox,5.77
408,"산성,성곽_금정산성 동문_1687.jpg",driveway,19.05,park,15.46,parking_lot,9.36,picnic_area,5.54,playground,4.22
409,"산성,성곽_금정산성 동문_1688.jpg",valley,11.17,cemetery,10.69,gas_station,7.23,village,5.99,park,5.5
410,"산성,성곽_남한산성_761.jpg",childs_room,73.7,ice_floe,6.09,fabric_store,3.62,nursery,2.92,art_studio,1.64
411,"산성,성곽_남한산성_762.jpg",mountain_path,86.19,forest_path,5.13,valley,2.71,mountain,2.05,canyon,0.47
412,"산성,성곽_남한산성_763.jpg",amusement_park,35.8,tower,10.0,cemetery,4.7,park,3.41,bridge,3.35
413,"산성,성곽_부산진성_1707.jpg",museum/outdoor,15.17,courtyard,13.9,castle,12.32,palace,11.76,building_facade,5.62
414,"산성,성곽_부산진성_1708.jpg",landfill,55.27,underwater/ocean_deep,6.0,pond,2.79,slum,2.36,creek,2.19
415,"산성,성곽_부산진성_1709.jpg",campus,36.2,hospital,15.22,building_facade,7.75,office_building,4.95,museum/outdoor,4.94
416,"산성,성곽_분오리돈대_1244.jpg",sky,30.24,water_tower,7.34,ice_shelf,5.14,conference_center,4.15,museum/indoor,4.01
417,"산성,성곽_분오리돈대_1246.jpg",rock_arch,63.63,grotto,16.58,burial_chamber,7.72,ruin,2.51,cliff,1.9
418,"산성,성곽_수원화성_756.jpg",ice_skating_rink/outdoor,7.45,inn/outdoor,6.63,motel,5.02,igloo,4.96,diner/outdoor,3.05
419,"산성,성곽_수원화성_758.jpg",tower,31.07,skyscraper,20.75,mosque/outdoor,5.46,office_building,3.89,elevator/door,3.47
420,"산성,성곽_연천호로고루_779.jpg",archaelogical_excavation,31.95,trench,24.22,landfill,15.57,ruin,5.05,excavation,4.79
421,"산성,성곽_초지진_1229.jpg",ticket_booth,98.27,pharmacy,0.25,diner/outdoor,0.24,reception,0.23,general_store/outdoor,0.23
422,"산성,성곽_행주산성_764.jpg",booth/indoor,52.99,ticket_booth,33.25,archive,1.29,conference_center,1.14,ice_cream_parlor,1.06
423,"산성,성곽_행주산성_765.jpg",highway,21.21,gas_station,13.77,crosswalk,8.81,cemetery,6.11,residential_neighborhood,5.64
424,"산성,성곽_행주산성_766.jpg",ice_floe,32.38,underwater/ocean_deep,22.96,ocean,6.05,aquarium,4.68,coast,4.5
425,삼겹살_골목고깃집_902.jpg,delicatessen,41.48,pizzeria,30.27,butchers_shop,8.11,pet_shop,4.57,ice_cream_parlor,3.85
426,삼겹살_골목식당_890.jpg,ice_cream_parlor,34.54,coffee_shop,30.69,bakery/shop,15.57,restaurant,8.86,delicatessen,4.99
427,삼겹살_골목식당_891.jpg,archive,92.33,hardware_store,0.97,bookstore,0.57,hospital,0.5,pharmacy,0.36
428,삼겹살_골목식당_892.jpg,galley,20.22,kitchen,17.77,utility_room,16.78,restaurant_kitchen,5.65,basement,4.03
429,"생태보존,서식지_을숙도생태공원 호수형습지_1603.jpg",roof_garden,10.71,tower,8.87,plaza,6.09,skyscraper,5.77,botanical_garden,5.09
430,"수목원,식물원_국립수목원_594.jpg",campus,89.67,auditorium,2.81,legislative_chamber,1.77,conference_center,1.36,embassy,1.2
431,"수목원,식물원_국립수목원_595.jpg",driveway,14.91,pavilion,8.89,zen_garden,5.02,courtyard,3.93,residential_neighborhood,3.32
432,"수목원,식물원_금강식물원_1577.jpg",park,40.34,stage/outdoor,11.24,orchard,9.81,botanical_garden,9.79,stage/indoor,6.12
433,"수목원,식물원_금강식물원_1578.jpg",topiary_garden,55.24,japanese_garden,35.76,zen_garden,5.99,formal_garden,2.18,botanical_garden,0.69
434,"수목원,식물원_금강식물원_1579.jpg",japanese_garden,71.21,zen_garden,15.21,fishpond,7.42,pond,2.8,formal_garden,1.0
435,"수목원,식물원_남산야외식물원_97.jpg",field/wild,27.23,forest_road,22.78,highway,18.8,park,4.52,picnic_area,3.57
436,"수목원,식물원_남산야외식물원_98.jpg",zen_garden,47.72,temple/asia,23.46,japanese_garden,16.4,pagoda,7.35,pavilion,0.87
437,"수목원,식물원_대구수목원_1965.jpg",forest_road,32.03,zen_garden,10.68,residential_neighborhood,9.09,highway,8.74,park,7.36
438,"수목원,식물원_더그림_596.jpg",formal_garden,79.06,vegetable_garden,5.77,roof_garden,4.27,botanical_garden,2.69,topiary_garden,1.0
439,"수목원,식물원_더그림_597.jpg",porch,15.37,general_store/outdoor,14.12,inn/outdoor,7.51,hunting_lodge/outdoor,6.95,chalet,6.67
440,"수목원,식물원_더그림_598.jpg",vegetable_garden,38.71,roof_garden,13.13,patio,7.67,formal_garden,7.43,yard,4.72
441,"수목원,식물원_도당근린공원 백만송이장미원_617.jpg",amusement_arcade,44.2,cockpit,10.62,recreation_room,7.22,parking_lot,5.38,park,2.41
442,"수목원,식물원_도당근린공원 백만송이장미원_618.jpg",shopfront,49.27,diner/outdoor,13.49,general_store/outdoor,8.82,pharmacy,3.67,butchers_shop,3.39
443,"수목원,식물원_도당근린공원 백만송이장미원_619.jpg",formal_garden,67.64,botanical_garden,8.95,park,5.54,roof_garden,4.51,campus,2.63
444,"수목원,식물원_물향기수목원_590.jpg",botanical_garden,29.84,pond,11.34,formal_garden,8.04,forest/broadleaf,7.89,field_road,7.07
445,"수목원,식물원_물향기수목원_591.jpg",server_room,17.34,drugstore,12.26,office_cubicles,4.95,pharmacy,4.89,ice_shelf,4.2
446,"수목원,식물원_물향기수목원_592.jpg",sky,13.91,conference_center,8.65,drugstore,4.72,clothing_store,3.48,nursery,3.15
447,"수목원,식물원_바다향기수목원_606.jpg",booth/indoor,8.06,reception,6.59,general_store/outdoor,5.71,fastfood_restaurant,5.69,ice_cream_parlor,5.03
448,"수목원,식물원_바다향기수목원_607.jpg",bus_interior,88.31,train_interior,11.66,airplane_cabin,0.01,amusement_arcade,0.0,amusement_park,0.0
449,"수목원,식물원_벽초지수목원_587.jpg",vineyard,17.77,field/cultivated,17.28,farm,11.89,park,5.61,field_road,4.9
450,"수목원,식물원_벽초지수목원_589.jpg",booth/indoor,23.56,ice_cream_parlor,11.34,museum/indoor,8.46,conference_center,7.22,drugstore,5.04
451,"수목원,식물원_부산시수목전시원_1582.jpg",gazebo/exterior,72.44,pavilion,9.53,boathouse,5.3,pond,4.62,japanese_garden,1.66
452,"수목원,식물원_부산어린이식물원_1592.jpg",art_school,62.63,sandbox,15.06,kindergarden_classroom,6.17,ice_cream_parlor,2.73,art_studio,2.32
453,"수목원,식물원_부산어린이식물원_1593.jpg",formal_garden,70.67,field/cultivated,7.73,rice_paddy,4.79,roof_garden,3.0,racecourse,2.69
454,"수목원,식물원_부산어린이식물원_1594.jpg",veterinarians_office,52.56,pet_shop,15.26,racecourse,6.14,kennel/outdoor,4.6,stable,2.92
455,"수목원,식물원_부산화명수목원_1568.jpg",vegetable_garden,55.37,botanical_garden,9.76,roof_garden,8.16,field_road,7.17,formal_garden,6.49
456,"수목원,식물원_부산화명수목원_1569.jpg",vegetable_garden,49.79,botanical_garden,9.23,field_road,8.28,roof_garden,8.2,formal_garden,7.33
457,"수목원,식물원_부산화명수목원_1570.jpg",home_theater,15.69,pet_shop,13.52,amusement_arcade,11.78,park,3.97,topiary_garden,3.91
458,"수목원,식물원_북한산식물원_113.jpg",mountain_snowy,17.63,street,16.39,ski_resort,11.68,glacier,7.14,village,7.05
459,"수목원,식물원_북한산식물원_114.jpg",greenhouse/indoor,53.2,roof_garden,21.94,botanical_garden,10.23,greenhouse/outdoor,6.1,atrium/public,5.01
460,"수목원,식물원_사바나농장_115.jpg",jewelry_shop,52.9,gift_shop,23.6,flea_market/indoor,8.85,candy_store,2.16,market/outdoor,1.53
461,"수목원,식물원_사바나농장_116.jpg",greenhouse/indoor,86.86,vegetable_garden,4.62,greenhouse/outdoor,2.41,flea_market/indoor,1.78,candy_store,1.4
462,"수목원,식물원_사바나농장_117.jpg",shoe_shop,27.34,bakery/shop,16.48,gift_shop,8.27,vegetable_garden,4.14,flea_market/indoor,3.11
463,"수목원,식물원_서경하늘수목원_1601.jpg",motel,36.92,railroad_track,9.73,chalet,5.86,valley,5.83,picnic_area,4.88
464,"수목원,식물원_서울식물원_88.jpg",childs_room,36.43,fabric_store,14.24,shoe_shop,8.66,art_gallery,7.55,clothing_store,5.76
465,"수목원,식물원_서울어린이대공원 식물원_106.jpg",nursery,38.8,ice_shelf,15.35,childs_room,5.36,ice_floe,4.54,mosque/outdoor,3.45
466,"수목원,식물원_서울어린이대공원 식물원_107.jpg",roof_garden,27.03,tree_farm,16.61,formal_garden,11.78,japanese_garden,9.49,botanical_garden,7.05
467,"수목원,식물원_서울어린이대공원 식물원_108.jpg",museum/indoor,25.62,kasbah,12.46,natural_history_museum,9.95,burial_chamber,9.2,science_museum,6.52
468,"수목원,식물원_석모도수목원_1101.jpg",formal_garden,27.2,botanical_garden,19.1,vegetable_garden,9.21,roof_garden,6.21,driveway,4.33
469,"수목원,식물원_석모도수목원_1102.jpg",boardwalk,15.33,botanical_garden,8.2,park,8.18,forest_path,6.71,forest_road,6.03
470,"수목원,식물원_석모도수목원_1103.jpg",promenade,66.9,residential_neighborhood,7.31,train_station/platform,4.05,park,3.49,boardwalk,1.48
471,"수목원,식물원_선유도공원 시간의정원_104.jpg",boardwalk,21.5,lock_chamber,12.39,tree_house,10.45,rope_bridge,9.16,balcony/exterior,5.76
472,"수목원,식물원_선유도공원 온실_124.jpg",greenhouse/outdoor,96.17,greenhouse/indoor,3.28,roof_garden,0.11,botanical_garden,0.11,vegetable_garden,0.05
473,"수목원,식물원_세미원_578.jpg",embassy,10.47,hotel/outdoor,8.49,parking_garage/outdoor,8.37,plaza,6.77,downtown,6.14
474,"수목원,식물원_세미원_579.jpg",art_gallery,12.8,art_studio,5.19,barndoor,4.32,hardware_store,3.95,pet_shop,3.82
475,"수목원,식물원_세미원_580.jpg",orchard,49.44,botanical_garden,18.31,tree_farm,16.58,park,3.49,forest/broadleaf,2.27
476,"수목원,식물원_신구대학교식물원_608.jpg",rainforest,34.48,botanical_garden,24.98,vegetable_garden,18.89,field_road,14.66,forest/broadleaf,2.73
477,"수목원,식물원_신구대학교식물원_610.jpg",rainforest,40.3,botanical_garden,33.01,vegetable_garden,8.63,field_road,6.47,forest/broadleaf,3.1
478,"수목원,식물원_아차산어울림정원 자생식물원_121.jpg",water_park,36.69,amusement_park,25.17,promenade,19.08,bridge,3.4,playground,3.07
479,"수목원,식물원_아차산어울림정원 자생식물원_122.jpg",motel,43.59,picnic_area,16.7,park,15.06,botanical_garden,1.84,topiary_garden,1.32
480,"수목원,식물원_아침고요수목원_585.jpg",gazebo/exterior,33.59,pavilion,12.62,vegetable_garden,8.57,japanese_garden,7.91,botanical_garden,6.3
481,"수목원,식물원_아침고요수목원_586.jpg",japanese_garden,81.71,pond,7.16,botanical_garden,2.91,gazebo/exterior,1.82,fishpond,1.61
482,"수목원,식물원_아홉산숲_1572.jpg",formal_garden,27.23,driveway,17.16,japanese_garden,14.54,zen_garden,8.27,botanical_garden,6.14
483,"수목원,식물원_아홉산숲_1573.jpg",bamboo_forest,88.74,forest_path,6.65,forest_road,1.88,rainforest,0.73,botanical_garden,0.37
484,"수목원,식물원_영흥수목원_612.jpg",parking_garage/outdoor,56.68,downtown,15.08,apartment_building/outdoor,9.42,office_building,5.98,hotel/outdoor,3.26
485,"수목원,식물원_영흥수목원_613.jpg",park,26.39,highway,16.65,kennel/outdoor,11.11,forest_road,6.52,bridge,4.93
486,"수목원,식물원_인천나비공원 수생식물원_1098.jpg",botanical_garden,18.22,greenhouse/outdoor,11.94,park,9.61,formal_garden,6.33,campsite,4.56
487,"수목원,식물원_인천나비공원 수생식물원_1099.jpg",rice_paddy,67.76,japanese_garden,9.67,zen_garden,3.7,topiary_garden,3.17,formal_garden,2.12
488,"수목원,식물원_인천수목원_1090.jpg",promenade,58.42,park,20.74,forest_road,10.87,street,1.5,forest_path,1.19
489,"수목원,식물원_인천수목원_1091.jpg",japanese_garden,35.12,zen_garden,17.81,park,15.27,botanical_garden,5.3,residential_neighborhood,2.99
490,"수목원,식물원_인천환경공단 청라생태공원 온실_1104.jpg",restaurant_patio,16.82,beer_garden,13.63,bazaar/outdoor,12.7,market/outdoor,9.95,plaza,8.33
491,"수목원,식물원_인천환경공단 청라생태공원 온실_1105.jpg",forest_path,40.62,forest_road,10.05,park,8.36,tree_farm,6.2,picnic_area,5.01
492,"수목원,식물원_장산산림욕장_1591.jpg",forest_path,48.82,forest_road,24.31,park,7.02,boardwalk,5.61,mountain_path,4.2
493,"수목원,식물원_창경궁 대온실_94.jpg",greenhouse/outdoor,88.8,library/outdoor,1.99,hospital,1.4,embassy,1.14,botanical_garden,1.1
494,"수목원,식물원_창경궁 대온실_95.jpg",botanical_garden,19.15,pond,14.22,japanese_garden,7.28,greenhouse/outdoor,7.16,formal_garden,4.36
495,"수목원,식물원_창경궁 대온실_96.jpg",cemetery,29.59,fountain,17.48,ruin,14.25,archaelogical_excavation,9.37,zen_garden,9.26
496,"수목원,식물원_푸른수목원_91.jpg",boardwalk,57.07,corral,14.08,rope_bridge,5.5,rice_paddy,3.62,pier,1.91
497,"수목원,식물원_푸른수목원_92.jpg",residential_neighborhood,33.8,field/wild,28.6,forest_road,14.72,highway,4.74,driveway,3.52
498,"수목원,식물원_푸른수목원_93.jpg",kennel/outdoor,8.51,ice_shelf,8.08,booth/indoor,6.23,conference_center,4.73,server_room,2.9
499,"수목원,식물원_한택식물원_602.jpg",vegetable_garden,46.59,botanical_garden,22.01,greenhouse/indoor,6.33,field_road,6.19,field/cultivated,2.59
500,"수목원,식물원_한택식물원_603.jpg",florist_shop/indoor,38.56,botanical_garden,25.98,vegetable_garden,15.57,rainforest,15.08,greenhouse/indoor,1.89
501,"수목원,식물원_한택식물원_604.jpg",field_road,60.02,botanical_garden,13.54,florist_shop/indoor,11.24,vegetable_garden,10.27,japanese_garden,0.66
502,"수목원,식물원_해운대수목원_1574.jpg",park,26.94,highway,12.36,forest_road,10.17,field/wild,9.73,driveway,8.12
503,"수목원,식물원_해운대수목원_1576.jpg",vineyard,29.55,formal_garden,17.62,field/cultivated,15.88,botanical_garden,10.69,park,8.24
504,"수목원,식물원_화담숲_583.jpg",botanical_garden,18.38,japanese_garden,16.3,tree_farm,16.09,formal_garden,6.59,zen_garden,4.14
505,"수목원,식물원_황학산수목원_620.jpg",underwater/ocean_deep,29.0,rice_paddy,12.86,fishpond,6.87,field/cultivated,4.28,golf_course,3.4
506,순대_골목순대국_390.jpg,fastfood_restaurant,25.33,coffee_shop,9.75,arcade,8.45,diner/outdoor,7.57,food_court,7.48
507,순대_골목순대국_391.jpg,butchers_shop,70.02,delicatessen,22.16,bakery/shop,5.46,pizzeria,0.63,restaurant,0.45
508,순대_골목순대국_392.jpg,bazaar/outdoor,22.51,market/indoor,17.59,bazaar/indoor,9.58,delicatessen,8.2,flea_market/indoor,6.28
509,술집_숨은골목_388.jpg,drugstore,30.75,pharmacy,11.6,hardware_store,7.27,candy_store,7.26,motel,3.09
510,시장_가락시장_336.jpg,bookstore,24.28,department_store,13.93,market/indoor,13.33,office_cubicles,11.7,archive,4.93
511,시장_가락시장_337.jpg,hardware_store,43.55,flea_market/indoor,14.78,market/indoor,11.08,supermarket,8.28,department_store,4.76
512,시장_가락시장_338.jpg,gas_station,70.17,parking_lot,11.71,highway,5.54,parking_garage/outdoor,2.86,industrial_area,2.75
513,시장_강남시장_1337.jpg,airport_terminal,13.36,shopping_mall/indoor,12.3,crosswalk,5.94,pharmacy,4.71,bus_station/indoor,4.35
514,시장_강화풍물시장_1328.jpg,parking_lot,97.47,motel,0.49,raceway,0.38,highway,0.18,harbor,0.16
515,시장_경동시장_333.jpg,laundromat,96.48,utility_room,2.01,bank_vault,0.41,phone_booth,0.39,ticket_booth,0.12
516,시장_경동시장_334.jpg,jail_cell,55.14,kennel/outdoor,33.09,pet_shop,6.72,barndoor,1.77,stable,0.84
517,시장_계양산전통시장_1334.jpg,airport_terminal,31.57,shopping_mall/indoor,9.87,flea_market/indoor,8.81,market/indoor,5.98,lobby,4.38
518,시장_계양산전통시장_1335.jpg,movie_theater/indoor,14.93,lecture_room,11.18,home_theater,9.06,garage/indoor,7.93,classroom,7.88
519,시장_계양산전통시장_1336.jpg,shower,83.35,closet,8.11,bathroom,2.84,alcove,1.69,garage/indoor,1.61
520,시장_광명전통시장_869.jpg,bookstore,26.23,archive,19.87,server_room,5.92,jewelry_shop,5.43,coffee_shop,5.02
521,시장_광장시장_321.jpg,delicatessen,26.42,market/indoor,23.67,flea_market/indoor,16.45,general_store/indoor,11.28,department_store,3.49
522,시장_광장시장_323.jpg,shopfront,24.57,diner/outdoor,12.17,market/indoor,9.74,clothing_store,8.21,restaurant_patio,6.99
523,시장_교동대룡시장_1313.jpg,storage_room,18.4,repair_shop,5.99,bathroom,5.69,sauna,5.55,gift_shop,4.39
524,시장_교동대룡시장_1314.jpg,coffee_shop,51.86,restaurant,8.31,cafeteria,3.52,art_studio,3.2,sushi_bar,3.07
525,시장_교동대룡시장_1315.jpg,sushi_bar,45.82,conference_room,21.03,conference_center,3.6,dining_hall,3.05,bar,2.81
526,시장_구리전통시장_851.jpg,martial_arts_gym,71.39,classroom,6.07,lecture_room,4.31,auditorium,3.92,kindergarden_classroom,2.63
527,시장_구리전통시장_853.jpg,booth/indoor,63.82,conference_center,8.41,legislative_chamber,5.45,hospital,2.23,airport_terminal,1.67
528,시장_구포시장_1774.jpg,jewelry_shop,81.24,music_studio,15.35,archive,0.85,childs_room,0.36,bookstore,0.31
529,시장_구포시장_1775.jpg,jail_cell,36.68,pet_shop,32.16,kennel/outdoor,20.33,butchers_shop,3.15,stable,2.56
530,시장_국제시장_1764.jpg,market/indoor,22.02,shopping_mall/indoor,15.25,arcade,8.35,department_store,7.11,food_court,6.27
531,시장_국제시장_1766.jpg,bazaar/outdoor,46.95,crosswalk,10.93,street,9.06,arcade,6.75,market/outdoor,3.69
532,시장_기장시장_1786.jpg,bazaar/outdoor,54.7,market/outdoor,32.06,flea_market/indoor,7.54,medina,1.33,bazaar/indoor,1.3
533,시장_기장시장_1787.jpg,flea_market/indoor,25.12,market/outdoor,20.77,art_school,6.5,market/indoor,4.57,butchers_shop,3.59
534,시장_남대문시장_325.jpg,bazaar/outdoor,26.4,slum,18.25,butchers_shop,10.59,market/outdoor,7.12,flea_market/indoor,2.96
535,시장_남촌농산물도매시장_1322.jpg,market/indoor,67.85,flea_market/indoor,14.17,supermarket,8.71,department_store,3.16,market/outdoor,1.27
536,시장_남촌농산물도매시장_1323.jpg,department_store,24.97,bazaar/indoor,12.03,flea_market/indoor,11.05,supermarket,9.97,market/indoor,8.86
537,시장_남촌농산물도매시장_1324.jpg,volleyball_court/outdoor,23.41,campus,20.76,plaza,13.83,park,3.97,market/outdoor,3.31
538,시장_노량진수산물도매시장_340.jpg,assembly_line,33.1,auto_factory,30.69,hardware_store,18.81,market/indoor,3.71,flea_market/indoor,3.62
539,시장_노량진수산물도매시장_341.jpg,department_store,31.28,drugstore,18.39,pharmacy,10.87,supermarket,8.79,food_court,6.19
540,시장_독립문 영천시장_363.jpg,diner/outdoor,24.73,restaurant_patio,11.02,coffee_shop,10.45,delicatessen,7.69,general_store/outdoor,7.17
541,시장_동대문종합시장_330.jpg,parking_garage/outdoor,55.63,hospital,17.58,embassy,9.66,office_building,7.49,industrial_area,3.63
542,시장_동대문종합시장_332.jpg,hospital,41.9,embassy,32.77,hotel/outdoor,5.64,building_facade,2.51,office_building,2.32
543,시장_동래시장_1782.jpg,bazaar/outdoor,63.47,market/outdoor,6.86,flea_market/indoor,5.59,bazaar/indoor,5.37,beer_garden,3.3
544,시장_동래시장_1783.jpg,auditorium,72.21,classroom,7.2,lecture_room,5.67,orchestra_pit,3.13,conference_center,1.4
545,시장_동래시장_1784.jpg,clothing_store,34.12,beauty_salon,9.97,department_store,4.91,jewelry_shop,3.9,bus_interior,3.86
546,시장_동묘시장_345.jpg,market/outdoor,58.34,bazaar/outdoor,22.69,downtown,4.36,street,3.75,flea_market/indoor,3.22
547,시장_동묘시장_347.jpg,street,33.86,crosswalk,17.31,bazaar/outdoor,14.15,downtown,10.25,plaza,9.97
548,시장_마장축산물시장_357.jpg,conference_center,23.03,legislative_chamber,19.29,stage/indoor,18.13,lecture_room,10.16,classroom,7.65
549,시장_마장축산물시장_358.jpg,stadium/soccer,33.85,amphitheater,29.02,stadium/football,10.82,football_field,6.44,stadium/baseball,3.72
550,시장_마장축산물시장_359.jpg,downtown,13.95,parking_garage/outdoor,12.21,ticket_booth,8.88,amusement_park,5.47,general_store/outdoor,5.3
551,시장_망원시장_327.jpg,recreation_room,12.56,amusement_arcade,12.32,computer_room,11.63,classroom,10.36,boat_deck,8.09
552,시장_망원시장_328.jpg,airport_terminal,23.41,pharmacy,20.04,gas_station,18.28,subway_station/platform,8.11,drugstore,8.1
553,시장_망원시장_329.jpg,fastfood_restaurant,32.11,candy_store,26.31,ice_cream_parlor,18.44,delicatessen,3.18,pet_shop,2.87
554,시장_모란민속5일장_842.jpg,booth/indoor,34.6,plaza,11.07,bazaar/outdoor,9.58,crosswalk,8.21,market/outdoor,5.69
555,시장_모란민속5일장_843.jpg,parking_lot,52.39,downtown,11.51,beach_house,4.65,plaza,3.99,harbor,2.49
556,시장_모래내시장_1316.jpg,bazaar/indoor,53.07,market/indoor,23.09,bazaar/outdoor,10.65,arcade,6.21,flea_market/indoor,2.39
557,시장_모래내시장_1317.jpg,basketball_court/indoor,25.59,stadium/soccer,15.84,martial_arts_gym,12.29,stadium/football,10.11,boxing_ring,9.94
558,시장_목동깨비시장_351.jpg,street,18.16,bazaar/outdoor,14.61,market/outdoor,12.05,flea_market/indoor,10.92,auto_factory,5.87
559,시장_목동깨비시장_352.jpg,street,64.06,bazaar/outdoor,20.84,alley,4.8,market/outdoor,1.43,arcade,1.21
560,시장_목동깨비시장_353.jpg,toyshop,68.29,playroom,2.85,bazaar/outdoor,2.69,bazaar/indoor,2.49,flea_market/indoor,2.36
561,시장_민락회타운시장_1798.jpg,parking_garage/outdoor,41.13,hospital,34.16,office_building,14.4,downtown,2.5,apartment_building/outdoor,1.23
562,시장_반여농산물도매시장_1779.jpg,playroom,25.35,art_studio,21.7,childs_room,9.29,art_gallery,8.74,art_school,8.58
563,시장_반여농산물도매시장_1780.jpg,server_room,72.22,archive,14.12,kennel/outdoor,1.34,hardware_store,1.27,music_studio,0.81
564,시장_반여농산물도매시장_1781.jpg,parking_lot,25.55,residential_neighborhood,17.41,industrial_area,13.21,highway,10.24,street,7.44
565,시장_발안만세시장_875.jpg,booth/indoor,21.46,art_gallery,15.09,kindergarden_classroom,12.55,archive,9.32,museum/indoor,7.52
566,시장_발안만세시장_876.jpg,archive,83.95,server_room,4.6,locker_room,2.83,storage_room,1.04,hardware_store,0.8
567,시장_방산시장_360.jpg,bazaar/outdoor,32.15,market/outdoor,7.73,street,7.47,motel,6.76,parking_lot,5.7
568,시장_방산시장_361.jpg,bazaar/outdoor,57.6,slum,30.61,market/outdoor,4.38,medina,3.88,butchers_shop,1.76
569,시장_방산시장_362.jpg,airplane_cabin,43.76,storage_room,11.24,car_interior,9.01,shoe_shop,8.77,train_interior,4.56
570,시장_부산진시장_1767.jpg,office,30.64,office_cubicles,11.85,nursing_home,9.68,reception,8.12,lobby,4.3
571,시장_부산진시장_1768.jpg,nursing_home,20.05,office,16.34,lobby,11.51,reception,9.61,office_cubicles,8.99
572,시장_부산진시장_1769.jpg,highway,32.61,downtown,26.92,lock_chamber,12.24,bridge,9.39,skyscraper,3.04
573,시장_부전시장_1758.jpg,nursery,17.94,playground,13.12,beauty_salon,13.02,ice_cream_parlor,12.42,jewelry_shop,8.27
574,시장_부전시장_1759.jpg,beauty_salon,53.28,ice_cream_parlor,14.72,nursery,4.21,art_school,2.8,kindergarden_classroom,2.74
575,시장_부전시장_1760.jpg,candy_store,54.0,market/outdoor,18.83,gift_shop,6.23,flea_market/indoor,5.6,jewelry_shop,5.28
576,시장_부평깡통시장_1761.jpg,delicatessen,19.41,food_court,17.95,fastfood_restaurant,11.01,diner/outdoor,6.03,coffee_shop,4.75
577,시장_부평깡통시장_1762.jpg,diner/outdoor,16.45,shopfront,12.81,general_store/outdoor,11.84,ice_cream_parlor,8.4,embassy,7.52
578,시장_부평깡통시장_1763.jpg,market/indoor,43.66,bazaar/indoor,31.01,arcade,8.3,shopping_mall/indoor,8.17,food_court,1.18
579,시장_부평종합시장_1325.jpg,market/indoor,28.92,bazaar/indoor,21.31,market/outdoor,18.3,flea_market/indoor,13.82,supermarket,7.49
580,시장_삼미시장_845.jpg,general_store/indoor,44.58,delicatessen,8.68,candy_store,5.84,hardware_store,5.26,ice_cream_parlor,4.71
581,시장_삼미시장_846.jpg,supermarket,41.35,delicatessen,22.97,department_store,14.73,market/indoor,8.07,ice_cream_parlor,3.19
582,시장_삼산농산물도매시장_1346.jpg,clean_room,69.28,server_room,14.03,office_cubicles,1.99,chemistry_lab,1.99,booth/indoor,1.63
583,시장_삼산농산물도매시장_1347.jpg,lock_chamber,26.25,aqueduct,8.47,beach_house,7.0,apartment_building/outdoor,5.44,highway,4.5
584,시장_삼산농산물도매시장_1348.jpg,downtown,23.72,industrial_area,16.83,roof_garden,10.29,office_building,4.89,skyscraper,4.56
585,시장_서면시장_1795.jpg,arcade,28.7,market/indoor,22.23,bazaar/indoor,19.4,bazaar/outdoor,8.98,market/outdoor,5.75
586,시장_서울풍물시장_354.jpg,legislative_chamber,98.14,office,0.91,conference_center,0.42,reception,0.12,office_cubicles,0.11
